Date,Segment,Metric,Budget_Value,Forecast_Value,Variance,Variance_Pct
2026-11-30 00:00:00.000000000,Near Prime Small,GrossImpairment,-44107.06622573096,,,
2026-11-30 00:00:00.000000000,Near Prime Small,NetImpairment,-44107.06622573096,,,
2026-11-30 00:00:00.000000000,Near Prime Small,Revenue,395169.2688344619,,,
2026-11-30 00:00:00.000000000,Non Prime,ClosingGBV,63917387.399445534,,,
2026-11-30 00:00:00.000000000,Non Prime,ClosingNBV,44489406.84815398,,,
2026-11-30 00:00:00.000000000,Non Prime,Collections,4624357.961860993,,,
2026-11-30 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2026-11-30 00:00:00.000000000,Non Prime,GrossImpairment,-944696.0898196883,,,
2026-11-30 00:00:00.000000000,Non Prime,NetImpairment,-944696.0898196883,,,
2026-11-30 00:00:00.000000000,Non Prime,Revenue,1608650.7062115753,,,
2026-11-30 00:00:00.000000000,Prime,ClosingGBV,1567885.8863014814,,,
2026-11-30 00:00:00.000000000,Prime,ClosingNBV,1141966.122713089,,,
2026-11-30 00:00:00.000000000,Prime,Collections,110035.3536383844,,,
2026-11-30 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2026-11-30 00:00:00.000000000,Prime,GrossImpairment,-136.3667515885874,,,
2026-11-30 00:00:00.000000000,Prime,NetImpairment,-136.3667515885874,,,
2026-11-30 00:00:00.000000000,Prime,Revenue,15443.414450514669,,,
2026-11-30 00:00:00.000000000,Total,ClosingGBV,171330899.05804393,,,
2026-11-30 00:00:00.000000000,Total,ClosingNBV,131070616.93619207,,,
2026-11-30 00:00:00.000000000,Total,Collections,9212494.806045221,,,
2026-11-30 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2026-11-30 00:00:00.000000000,Total,GrossImpairment,-1809415.260847044,,,
2026-11-30 00:00:00.000000000,Total,NetImpairment,-1809415.260847044,,,
2026-11-30 00:00:00.000000000,Total,Revenue,3236062.8869180945,,,
2026-12-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,81035997.6819739,,,
2026-12-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,65342143.30284159,,,
2026-12-31 00:00:00.000000000,Near Prime Medium,Collections,2988735.042444176,,,
2026-12-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2026-12-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-735568.7151142186,,,
2026-12-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-735568.7151142186,,,
2026-12-31 00:00:00.000000000,Near Prime Medium,Revenue,1154121.1183414608,,,
2026-12-31 00:00:00.000000000,Near Prime Small,ClosingGBV,22778839.878312916,,,
2026-12-31 00:00:00.000000000,Near Prime Small,ClosingNBV,17832316.62537951,,,
2026-12-31 00:00:00.000000000,Near Prime Small,Collections,1328497.4147521723,,,
2026-12-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2026-12-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-112153.94252845374,,,
2026-12-31 00:00:00.000000000,Near Prime Small,NetImpairment,-112153.94252845374,,,
2026-12-31 00:00:00.000000000,Near Prime Small,Revenue,388827.9900470386,,,
2026-12-31 00:00:00.000000000,Non Prime,ClosingGBV,61646256.00174469,,,
2026-12-31 00:00:00.000000000,Non Prime,ClosingNBV,39778517.57418806,,,
2026-12-31 00:00:00.000000000,Non Prime,Collections,4388871.730583293,,,
2026-12-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2026-12-31 00:00:00.000000000,Non Prime,GrossImpairment,-924819.3794202142,,,
2026-12-31 00:00:00.000000000,Non Prime,NetImpairment,-924819.3794202142,,,
2026-12-31 00:00:00.000000000,Non Prime,Revenue,1563659.780794767,,,
2026-12-31 00:00:00.000000000,Prime,ClosingGBV,1477613.7526134062,,,
2026-12-31 00:00:00.000000000,Prime,ClosingNBV,1067937.588730048,,,
2026-12-31 00:00:00.000000000,Prime,Collections,103431.91272666365,,,
2026-12-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2026-12-31 00:00:00.000000000,Prime,GrossImpairment,-137.19459337127478,,,
2026-12-31 00:00:00.000000000,Prime,NetImpairment,-137.19459337127478,,,
2026-12-31 00:00:00.000000000,Prime,Revenue,15231.531290301116,,,
2026-12-31 00:00:00.000000000,Total,ClosingGBV,166938707.3146449,,,
2026-12-31 00:00:00.000000000,Total,ClosingNBV,124020915.09113921,,,
2026-12-31 00:00:00.000000000,Total,Collections,8809536.100506306,,,
2026-12-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2026-12-31 00:00:00.000000000,Total,GrossImpairment,-1772679.231656258,,,
2026-12-31 00:00:00.000000000,Total,NetImpairment,-1772679.231656258,,,
2026-12-31 00:00:00.000000000,Total,Revenue,3121840.420473567,,,
2027-01-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,78836774.21757522,,,
2027-01-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,61550493.035262175,,,
2027-01-31 00:00:00.000000000,Near Prime Medium,Collections,2906503.4607478688,,,
2027-01-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-01-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-844054.6489552177,,,
2027-01-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-844054.6489552177,,,
2027-01-31 00:00:00.000000000,Near Prime Medium,Revenue,1201567.3501295114,,,
2027-01-31 00:00:00.000000000,Near Prime Small,ClosingGBV,22468390.519799802,,,
2027-01-31 00:00:00.000000000,Near Prime Small,ClosingNBV,16941789.08615987,,,
2027-01-31 00:00:00.000000000,Near Prime Small,Collections,1257044.4546851374,,,
2027-01-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-01-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-74654.06468980352,,,
2027-01-31 00:00:00.000000000,Near Prime Small,NetImpairment,-74654.06468980352,,,
2027-01-31 00:00:00.000000000,Near Prime Small,Revenue,369638.8365694332,,,
2027-01-31 00:00:00.000000000,Non Prime,ClosingGBV,58618350.46712833,,,
2027-01-31 00:00:00.000000000,Non Prime,ClosingNBV,37698710.31611807,,,
2027-01-31 00:00:00.000000000,Non Prime,Collections,4167458.727626135,,,
2027-01-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-01-31 00:00:00.000000000,Non Prime,GrossImpairment,-916845.4042318715,,,
2027-01-31 00:00:00.000000000,Non Prime,NetImpairment,-916845.4042318715,,,
2027-01-31 00:00:00.000000000,Non Prime,Revenue,1503921.0583341096,,,
2027-01-31 00:00:00.000000000,Prime,ClosingGBV,1377598.7642613242,,,
2027-01-31 00:00:00.000000000,Prime,ClosingNBV,986366.664176018,,,
2027-01-31 00:00:00.000000000,Prime,Collections,97247.96109510315,,,
2027-01-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-01-31 00:00:00.000000000,Prime,GrossImpairment,-129.1086836596038,,,
2027-01-31 00:00:00.000000000,Prime,NetImpairment,-129.1086836596038,,,
2027-01-31 00:00:00.000000000,Prime,Revenue,14530.652001305572,,,
2027-01-31 00:00:00.000000000,Total,ClosingGBV,161301113.9687647,,,
2027-01-31 00:00:00.000000000,Total,ClosingNBV,117177359.10171613,,,
2027-01-31 00:00:00.000000000,Total,Collections,8428254.604154244,,,
2027-01-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-01-31 00:00:00.000000000,Total,GrossImpairment,-1835683.2265605524,,,
2027-01-31 00:00:00.000000000,Total,NetImpairment,-1835683.2265605524,,,
2027-01-31 00:00:00.000000000,Total,Revenue,3089657.89703436,,,
2027-02-28 00:00:00.000000000,Near Prime Medium,ClosingGBV,77166197.45255731,,,
2027-02-28 00:00:00.000000000,Near Prime Medium,ClosingNBV,59954832.00030609,,,
2027-02-28 00:00:00.000000000,Near Prime Medium,Collections,2826956.615203276,,,
2027-02-28 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-02-28 00:00:00.000000000,Near Prime Medium,GrossImpairment,-693873.1796639565,,,
2027-02-28 00:00:00.000000000,Near Prime Medium,NetImpairment,-693873.1796639565,,,
2027-02-28 00:00:00.000000000,Near Prime Medium,Revenue,1060743.0949651643,,,
2027-02-28 00:00:00.000000000,Near Prime Small,ClosingGBV,21642381.042136617,,,
2027-02-28 00:00:00.000000000,Near Prime Small,ClosingNBV,16183249.324252406,,,
2027-02-28 00:00:00.000000000,Near Prime Small,Collections,1189719.2113651,,,
2027-02-28 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-02-28 00:00:00.000000000,Near Prime Small,GrossImpairment,-74135.96767810424,,,
2027-02-28 00:00:00.000000000,Near Prime Small,NetImpairment,-74135.96767810424,,,
2027-02-28 00:00:00.000000000,Near Prime Small,Revenue,315170.2474327222,,,
2027-02-28 00:00:00.000000000,Non Prime,ClosingGBV,56569501.98919285,,,
2027-02-28 00:00:00.000000000,Non Prime,ClosingNBV,37016490.38017206,,,
2027-02-28 00:00:00.000000000,Non Prime,Collections,3959270.5742719886,,,
2027-02-28 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-02-28 00:00:00.000000000,Non Prime,GrossImpairment,-749549.249315395,,,
2027-02-28 00:00:00.000000000,Non Prime,NetImpairment,-749549.249315395,,,
2027-02-28 00:00:00.000000000,Non Prime,Revenue,1239137.2680811111,,,
2027-02-28 00:00:00.000000000,Prime,ClosingGBV,1299739.2024846645,,,
2027-02-28 00:00:00.000000000,Prime,ClosingNBV,922702.4206195235,,,
2027-02-28 00:00:00.000000000,Prime,Collections,91454.73932888667,,,
2027-02-28 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-02-28 00:00:00.000000000,Prime,GrossImpairment,-94.17361010530871,,,
2027-02-28 00:00:00.000000000,Prime,NetImpairment,-94.17361010530871,,,
2027-02-28 00:00:00.000000000,Prime,Revenue,12515.012760406074,,,
2027-02-28 00:00:00.000000000,Total,ClosingGBV,156677819.68637145,,,
2027-02-28 00:00:00.000000000,Total,ClosingNBV,114077274.12535007,,,
2027-02-28 00:00:00.000000000,Total,Collections,8067401.140169251,,,
2027-02-28 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-02-28 00:00:00.000000000,Total,GrossImpairment,-1517652.5702675611,,,
2027-02-28 00:00:00.000000000,Total,NetImpairment,-1517652.5702675611,,,
2027-02-28 00:00:00.000000000,Total,Revenue,2627565.6232394036,,,
2027-03-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,74771902.4116737,,,
2027-03-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,58148561.18995022,,,
2027-03-31 00:00:00.000000000,Near Prime Medium,Collections,2749996.29691125,,,
2027-03-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-03-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-531679.1375198505,,,
2027-03-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-531679.1375198505,,,
2027-03-31 00:00:00.000000000,Near Prime Medium,Revenue,1148784.9731578312,,,
2027-03-31 00:00:00.000000000,Near Prime Small,ClosingGBV,20654764.16313337,,,
2027-03-31 00:00:00.000000000,Near Prime Small,ClosingNBV,15579163.073748149,,,
2027-03-31 00:00:00.000000000,Near Prime Small,Collections,1126275.8670243542,,,
2027-03-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-03-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-230774.612410307,,,
2027-03-31 00:00:00.000000000,Near Prime Small,NetImpairment,-230774.612410307,,,
2027-03-31 00:00:00.000000000,Near Prime Small,Revenue,333543.6156941232,,,
2027-03-31 00:00:00.000000000,Non Prime,ClosingGBV,53823882.44889901,,,
2027-03-31 00:00:00.000000000,Non Prime,ClosingNBV,33498193.83358448,,,
2027-03-31 00:00:00.000000000,Non Prime,Collections,3763511.650310684,,,
2027-03-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-03-31 00:00:00.000000000,Non Prime,GrossImpairment,-667296.272352938,,,
2027-03-31 00:00:00.000000000,Non Prime,NetImpairment,-667296.272352938,,,
2027-03-31 00:00:00.000000000,Non Prime,Revenue,1356309.0200259008,,,
2027-03-31 00:00:00.000000000,Prime,ClosingGBV,1202749.3059573236,,,
2027-03-31 00:00:00.000000000,Prime,ClosingNBV,843497.8866024284,,,
2027-03-31 00:00:00.000000000,Prime,Collections,86025.6702364605,,,
2027-03-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-03-31 00:00:00.000000000,Prime,GrossImpairment,-78.3710081081923,,,
2027-03-31 00:00:00.000000000,Prime,NetImpairment,-78.3710081081923,,,
2027-03-31 00:00:00.000000000,Prime,Revenue,13207.444827028106,,,
2027-03-31 00:00:00.000000000,Total,ClosingGBV,150453298.3296634,,,
2027-03-31 00:00:00.000000000,Total,ClosingNBV,108069415.98388529,,,
2027-03-31 00:00:00.000000000,Total,Collections,7725809.484482749,,,
2027-03-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-03-31 00:00:00.000000000,Total,GrossImpairment,-1429828.3932912035,,,
2027-03-31 00:00:00.000000000,Total,NetImpairment,-1429828.3932912035,,,
2027-03-31 00:00:00.000000000,Total,Revenue,2851845.0537048834,,,
2027-04-30 00:00:00.000000000,Near Prime Medium,ClosingGBV,73992586.34542322,,,
2027-04-30 00:00:00.000000000,Near Prime Medium,ClosingNBV,55852696.14236938,,,
2027-04-30 00:00:00.000000000,Near Prime Medium,Collections,2660527.4598201606,,,
2027-04-30 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-04-30 00:00:00.000000000,Near Prime Medium,GrossImpairment,-619288.878587245,,,
2027-04-30 00:00:00.000000000,Near Prime Medium,NetImpairment,-619288.878587245,,,
2027-04-30 00:00:00.000000000,Near Prime Medium,Revenue,1087143.9075057793,,,
2027-04-30 00:00:00.000000000,Near Prime Small,ClosingGBV,20140509.671968017,,,
2027-04-30 00:00:00.000000000,Near Prime Small,ClosingNBV,14581834.073347645,,,
2027-04-30 00:00:00.000000000,Near Prime Small,Collections,1057483.284256997,,,
2027-04-30 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-04-30 00:00:00.000000000,Near Prime Small,GrossImpairment,-102100.05748896959,,,
2027-04-30 00:00:00.000000000,Near Prime Small,NetImpairment,-102100.05748896959,,,
2027-04-30 00:00:00.000000000,Near Prime Small,Revenue,305446.3067780848,,,
2027-04-30 00:00:00.000000000,Non Prime,ClosingGBV,52866428.85944548,,,
2027-04-30 00:00:00.000000000,Non Prime,ClosingNBV,32047626.90191607,,,
2027-04-30 00:00:00.000000000,Non Prime,Collections,3579436.131276798,,,
2027-04-30 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-04-30 00:00:00.000000000,Non Prime,GrossImpairment,-615451.8255161893,,,
2027-04-30 00:00:00.000000000,Non Prime,NetImpairment,-615451.8255161893,,,
2027-04-30 00:00:00.000000000,Non Prime,Revenue,1227794.995725229,,,
2027-04-30 00:00:00.000000000,Prime,ClosingGBV,1158084.649409528,,,
2027-04-30 00:00:00.000000000,Prime,ClosingNBV,806655.4743053629,,,
2027-04-30 00:00:00.000000000,Prime,Collections,80936.17873706871,,,
2027-04-30 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-04-30 00:00:00.000000000,Prime,GrossImpairment,-67.5437586149967,,,
2027-04-30 00:00:00.000000000,Prime,NetImpairment,-67.5437586149967,,,
2027-04-30 00:00:00.000000000,Prime,Revenue,12179.22239240838,,,
2027-04-30 00:00:00.000000000,Total,ClosingGBV,148157609.52624625,,,
2027-04-30 00:00:00.000000000,Total,ClosingNBV,103288812.59193847,,,
2027-04-30 00:00:00.000000000,Total,Collections,7378383.054091024,,,
2027-04-30 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-04-30 00:00:00.000000000,Total,GrossImpairment,-1336908.305351019,,,
2027-04-30 00:00:00.000000000,Total,NetImpairment,-1336908.305351019,,,
2027-04-30 00:00:00.000000000,Total,Revenue,2632564.432401501,,,
2027-05-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,72505579.52196579,,,
2027-05-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,54428590.88732192,,,
2027-05-31 00:00:00.000000000,Near Prime Medium,Collections,2568958.373209496,,,
2027-05-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-05-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-610113.4874796867,,,
2027-05-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-610113.4874796867,,,
2027-05-31 00:00:00.000000000,Near Prime Medium,Revenue,1098941.3055007353,,,
2027-05-31 00:00:00.000000000,Near Prime Small,ClosingGBV,19470851.86973835,,,
2027-05-31 00:00:00.000000000,Near Prime Small,ClosingNBV,13965328.122602796,,,
2027-05-31 00:00:00.000000000,Near Prime Small,Collections,989424.231250569,,,
2027-05-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-05-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-67492.37551757073,,,
2027-05-31 00:00:00.000000000,Near Prime Small,NetImpairment,-67492.37551757073,,,
2027-05-31 00:00:00.000000000,Near Prime Small,Revenue,300011.2542839177,,,
2027-05-31 00:00:00.000000000,Non Prime,ClosingGBV,51196916.312691785,,,
2027-05-31 00:00:00.000000000,Non Prime,ClosingNBV,30469244.342448287,,,
2027-05-31 00:00:00.000000000,Non Prime,Collections,3406345.0426543467,,,
2027-05-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-05-31 00:00:00.000000000,Non Prime,GrossImpairment,-578191.0883811185,,,
2027-05-31 00:00:00.000000000,Non Prime,NetImpairment,-578191.0883811185,,,
2027-05-31 00:00:00.000000000,Non Prime,Revenue,1220414.6489609932,,,
2027-05-31 00:00:00.000000000,Prime,ClosingGBV,1093684.4462008611,,,
2027-05-31 00:00:00.000000000,Prime,ClosingNBV,753966.2525000448,,,
2027-05-31 00:00:00.000000000,Prime,Collections,76163.52148779196,,,
2027-05-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-05-31 00:00:00.000000000,Prime,GrossImpairment,-63.83908060523807,,,
2027-05-31 00:00:00.000000000,Prime,NetImpairment,-63.83908060523807,,,
2027-05-31 00:00:00.000000000,Prime,Revenue,11988.916163930617,,,
2027-05-31 00:00:00.000000000,Total,ClosingGBV,144267032.15059677,,,
2027-05-31 00:00:00.000000000,Total,ClosingNBV,99617129.60487305,,,
2027-05-31 00:00:00.000000000,Total,Collections,7040891.168602204,,,
2027-05-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-05-31 00:00:00.000000000,Total,GrossImpairment,-1255860.7904589812,,,
2027-05-31 00:00:00.000000000,Total,NetImpairment,-1255860.7904589812,,,
2027-05-31 00:00:00.000000000,Total,Revenue,2631356.124909577,,,
2027-06-30 00:00:00.000000000,Near Prime Medium,ClosingGBV,70383300.2789172,,,
2027-06-30 00:00:00.000000000,Near Prime Medium,ClosingNBV,52626054.77745895,,,
2027-06-30 00:00:00.000000000,Near Prime Medium,Collections,2473850.680655838,,,
2027-06-30 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-06-30 00:00:00.000000000,Near Prime Medium,GrossImpairment,-471878.1548116592,,,
2027-06-30 00:00:00.000000000,Near Prime Medium,NetImpairment,-471878.1548116592,,,
2027-06-30 00:00:00.000000000,Near Prime Medium,Revenue,1040263.9905513643,,,
2027-06-30 00:00:00.000000000,Near Prime Small,ClosingGBV,18683192.046653833,,,
2027-06-30 00:00:00.000000000,Near Prime Small,ClosingNBV,13468040.927824913,,,
2027-06-30 00:00:00.000000000,Near Prime Small,Collections,921084.6123177079,,,
2027-06-30 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-06-30 00:00:00.000000000,Near Prime Small,GrossImpairment,-180970.74568335453,,,
2027-06-30 00:00:00.000000000,Near Prime Small,NetImpairment,-180970.74568335453,,,
2027-06-30 00:00:00.000000000,Near Prime Small,Revenue,273886.26994496444,,,
2027-06-30 00:00:00.000000000,Non Prime,ClosingGBV,48952363.842397355,,,
2027-06-30 00:00:00.000000000,Non Prime,ClosingNBV,27413014.79524885,,,
2027-06-30 00:00:00.000000000,Non Prime,Collections,3243583.3934839386,,,
2027-06-30 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-06-30 00:00:00.000000000,Non Prime,GrossImpairment,-524665.682509189,,,
2027-06-30 00:00:00.000000000,Non Prime,NetImpairment,-524665.682509189,,,
2027-06-30 00:00:00.000000000,Non Prime,Revenue,1100197.1762464328,,,
2027-06-30 00:00:00.000000000,Prime,ClosingGBV,1013258.8684904642,,,
2027-06-30 00:00:00.000000000,Prime,ClosingNBV,688238.5585586866,,,
2027-06-30 00:00:00.000000000,Prime,Collections,71686.63290960362,,,
2027-06-30 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-06-30 00:00:00.000000000,Prime,GrossImpairment,-64.32933135982339,,,
2027-06-30 00:00:00.000000000,Prime,NetImpairment,-64.32933135982339,,,
2027-06-30 00:00:00.000000000,Prime,Revenue,11049.886362666892,,,
2027-06-30 00:00:00.000000000,Total,ClosingGBV,139032115.03645885,,,
2027-06-30 00:00:00.000000000,Total,ClosingNBV,94195349.0590914,,,
2027-06-30 00:00:00.000000000,Total,Collections,6710205.319367088,,,
2027-06-30 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-06-30 00:00:00.000000000,Total,GrossImpairment,-1177578.9123355625,,,
2027-06-30 00:00:00.000000000,Total,NetImpairment,-1177578.9123355625,,,
2027-06-30 00:00:00.000000000,Total,Revenue,2425397.3231054284,,,
2027-07-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,70752641.66821283,,,
2027-07-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,51532812.86445049,,,
2027-07-31 00:00:00.000000000,Near Prime Medium,Collections,2373364.3959334427,,,
2027-07-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-07-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-596044.1045548492,,,
2027-07-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-596044.1045548492,,,
2027-07-31 00:00:00.000000000,Near Prime Medium,Revenue,1051856.6533118251,,,
2027-07-31 00:00:00.000000000,Near Prime Small,ClosingGBV,19302565.262131665,,,
2027-07-31 00:00:00.000000000,Near Prime Small,ClosingNBV,13560687.375386702,,,
2027-07-31 00:00:00.000000000,Near Prime Small,Collections,851221.9969815616,,,
2027-07-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-07-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-34326.51309451516,,,
2027-07-31 00:00:00.000000000,Near Prime Small,NetImpairment,-34326.51309451516,,,
2027-07-31 00:00:00.000000000,Near Prime Small,Revenue,271681.25834020117,,,
2027-07-31 00:00:00.000000000,Non Prime,ClosingGBV,48144718.629949294,,,
2027-07-31 00:00:00.000000000,Non Prime,ClosingNBV,26202088.890415665,,,
2027-07-31 00:00:00.000000000,Non Prime,Collections,3090537.4252024638,,,
2027-07-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-07-31 00:00:00.000000000,Non Prime,GrossImpairment,-481367.3991531199,,,
2027-07-31 00:00:00.000000000,Non Prime,NetImpairment,-481367.3991531199,,,
2027-07-31 00:00:00.000000000,Non Prime,Revenue,1051300.8672764525,,,
2027-07-31 00:00:00.000000000,Prime,ClosingGBV,976383.1870771472,,,
2027-07-31 00:00:00.000000000,Prime,ClosingNBV,657790.2381774321,,,
2027-07-31 00:00:00.000000000,Prime,Collections,67485.98585279645,,,
2027-07-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-07-31 00:00:00.000000000,Prime,GrossImpairment,-57.190827918075776,,,
2027-07-31 00:00:00.000000000,Prime,NetImpairment,-57.190827918075776,,,
2027-07-31 00:00:00.000000000,Prime,Revenue,10872.594463393702,,,
2027-07-31 00:00:00.000000000,Total,ClosingGBV,139176308.74737093,,,
2027-07-31 00:00:00.000000000,Total,ClosingNBV,91953379.3684303,,,
2027-07-31 00:00:00.000000000,Total,Collections,6382609.803970264,,,
2027-07-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-07-31 00:00:00.000000000,Total,GrossImpairment,-1111795.2076304022,,,
2027-07-31 00:00:00.000000000,Total,NetImpairment,-1111795.2076304022,,,
2027-07-31 00:00:00.000000000,Total,Revenue,2385711.3733918723,,,
2027-08-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,69501122.54964283,,,
2027-08-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,50327728.37695206,,,
2027-08-31 00:00:00.000000000,Near Prime Medium,Collections,2265136.3565582237,,,
2027-08-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-08-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-578373.052338659,,,
2027-08-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-578373.052338659,,,
2027-08-31 00:00:00.000000000,Near Prime Medium,Revenue,1029296.4726893886,,,
2027-08-31 00:00:00.000000000,Near Prime Small,ClosingGBV,18810151.000619523,,,
2027-08-31 00:00:00.000000000,Near Prime Small,ClosingNBV,13103943.569860067,,,
2027-08-31 00:00:00.000000000,Near Prime Small,Collections,778287.175845139,,,
2027-08-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-08-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-30779.655233278565,,,
2027-08-31 00:00:00.000000000,Near Prime Small,NetImpairment,-30779.655233278565,,,
2027-08-31 00:00:00.000000000,Near Prime Small,Revenue,259971.12481327163,,,
2027-08-31 00:00:00.000000000,Non Prime,ClosingGBV,46745124.88314317,,,
2027-08-31 00:00:00.000000000,Non Prime,ClosingNBV,24878645.71908899,,,
2027-08-31 00:00:00.000000000,Non Prime,Collections,2946631.9948399467,,,
2027-08-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-08-31 00:00:00.000000000,Non Prime,GrossImpairment,-440291.4260562216,,,
2027-08-31 00:00:00.000000000,Non Prime,NetImpairment,-440291.4260562216,,,
2027-08-31 00:00:00.000000000,Non Prime,Revenue,943959.7256582496,,,
2027-08-31 00:00:00.000000000,Prime,ClosingGBV,922996.3978676659,,,
2027-08-31 00:00:00.000000000,Prime,ClosingNBV,614099.5516371938,,,
2027-08-31 00:00:00.000000000,Prime,Collections,63543.46534863787,,,
2027-08-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-08-31 00:00:00.000000000,Prime,GrossImpairment,-48.77007694862071,,,
2027-08-31 00:00:00.000000000,Prime,NetImpairment,-48.77007694862071,,,
2027-08-31 00:00:00.000000000,Prime,Revenue,10351.4617089485,,,
2027-08-31 00:00:00.000000000,Total,ClosingGBV,135979394.8312732,,,
2027-08-31 00:00:00.000000000,Total,ClosingNBV,88924417.21753831,,,
2027-08-31 00:00:00.000000000,Total,Collections,6053598.992591946,,,
2027-08-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-08-31 00:00:00.000000000,Total,GrossImpairment,-1049492.9037051077,,,
2027-08-31 00:00:00.000000000,Total,NetImpairment,-1049492.9037051077,,,
2027-08-31 00:00:00.000000000,Total,Revenue,2243578.7848698585,,,
2027-09-30 00:00:00.000000000,Near Prime Medium,ClosingGBV,67701465.58361237,,,
2027-09-30 00:00:00.000000000,Near Prime Medium,ClosingNBV,49075958.84032002,,,
2027-09-30 00:00:00.000000000,Near Prime Medium,Collections,2146122.1992201507,,,
